"13377","Schwall Rene","M","GER","Sailing"
"13378","Schwarthoff Florian","M","GER","Athletics"
"13379","Schwen Missy","W","USA","Rowing"
"13380","Schwenk Tripp","M","USA","Swimming"
"13381","Schwerzmann Ingeburg","W","GER","Rowing"
"13382","Sciarra Laurent","M","FRA","Basketball"
"13383","Scjandri Maximilian","M","GBR","Cycling"
"13384","Scott Robert","M","AUS","Rowing"
"13385","Scott-Pomales Catherine","W","JAM","Athletics"
"13386","Scull Antonio","M","CUB","Baseball"
"13387","Scurry Briana","W","USA","Football"
"13388","Searle Greg","M","GBR","Rowing"
"13389","Searle Jonathan William","M","GBR","Rowing"
"13390","Seaton Anna B.","W","USA","Rowing"
"13391","Seay Bobby","M","USA","Baseball"
"13392","Sebrle Roman","M","CZE","Athletics"
"13393","Secher Steen","M","DEN","Sailing"
"13394","Seguin Cedric","M","FRA","Fencing"
"13395","Segura Bernardo","M","MEX","Athletics"
"13396","Seidel Guenter","M","USA","Equestrian"
"13397","Seier Jesper","M","DEN","Sailing"
"13398","Sekaric Jasna","W","IOP","Shooting"
"13399","Seles Monica","W","USA","Tennis"
"13400","Selinger Avital","M","NED","Volleyball"
"13401","Selkov Vladimir","M","EUN","Swimming"
"13402","Senft Michael","M","GER","Canoe"
"13403","Sennewald Hans","M","GER","Rowing"
"13404","Sensini Alessandra","W","ITA","Sailing"
"13405","Sensini Roberto Nestor","M","ARG","Football"
"13406","Sensinl Alessandra","W","ITA","Sailing"
"13407","Senyurt Hulya","W","TUR","Judo"
"13408","Seo Jong-Ho","M","KOR","Hockey"
"13409","Sepeng Hezekiel","M","RSA","Athletics"
"13410","Serdyuk Kateryna","W","UKR","Archery"
"13411","Serebryanska Kateryna","W","UKR","Gymnastics"
"13412","Sergei Charkov","M","RUS","Gymnastics"
"13413","Sergeyev Dmitri","M","EUN","Judo"
"13414","Serlenga Nikki","W","USA","Football"
"13415","Seroczynski Adam","M","POL","Kayak"
"13416","Seth Reidun","W","NOR","Football"
"13417","Shabanov Dmitriy","M","RUS","Sailing"
"13418","Shahbaz Ahmad","M","PAK","Hockey"
"13419","Shahid Ali Khan","M","PAK","Hockey"
"13420","Shan Ying","W","CHN","Swimming"
"13421","Shannon Miller","W","USA","Gymnastics"
"13422","Sharikov Sergey","M","RUS","Fencing"
"13423","Sharipov Roustam","M","EUN","Gymnastics"
"13424","Shayduko Georgiy","M","RUS","Sailing"
"13425","Shchennikov Mikhail","M","RUS","Athletics"
"13426","Shcherbo Vitali","M","EUN","Gymnastics"
"13427","Shealy Courtney","W","USA","Swimming"
"13428","Shearer Janet Lee","W","NZL","Sailing"
"13429","Sheehy Kathy","W","USA","Water Polo"
"13430","Sheets Ben","M","USA","Baseball"
"13431","Sheng Zetian","M","CHN","Wrestling"
"13432","Shevchenko Dmitriy","M","RUS","Fencing"
"13433","Shi Guihong","W","CHN","Football"
"13434","Shige Yumiko","W","JPN","Sailing"
"13435","Shikolenko Natalia","W","EUN","Athletics"
"13436","Shim Eun-Jung","W","KOR","Badminton"
"13437","Shimanskaya Vera","W","RUS","Gymnastics"
"13438","Shinohara Shinichi","M","JPN","Judo"
"13439","Shishigina Olga","W","KAZ","Athletics"
"13440","Shouaa Ghada","W","SYR","Athletics"
"13441","Shui Qingxia","W","CHN","Football"
"13442","Sidek Rashid","M","MAS","Badminton"
"13443","Sidek Razif","M","MAS","Badminton"
"13444","Sidorenko Tatyana","W","EUN","Volleyball"
"13445","Sidorenko Vladimir","M","UKR","Boxing"
"13446","Sieber Christoph","M","AUT","Sailing"
"13447","Siech Birte","W","GER","Rowing"
"13448","Siemion Krzysztof","M","POL","Weightlifting"
"13449","Siess Cezary","M","POL","Fencing"
"13450","Sievinen Jani","M","FIN","Swimming"
"13451","Silipo Carlo","M","ITA","Water Polo"
"13452","Silva Andre D. Da","M","BRA","Athletics"
"13453","Silva Arnaldo De O.","M","BRA","Athletics"
"13454","Silva Filho Edvaldo","M","BRA","Swimming"
"13455","Silva Jacqueline Louise Cruz","W","BRA","Volleyball"
"13456","Silva Maria Angelica G. Da","W","BRA","Basketball"
"13457","Silva Maria Paula Goncalves Da","W","BRA","Basketball"
"13458","Silva Nelson De Jesus","M","BRA","Football"
"13459","Silva Paulo Andre","M","BRA","Volleyball"
"13460","Silva Raquel","W","BRA","Volleyball"
"13461","Silva Roberto Carlos","M","BRA","Football"
"13462","Silva Robson C. Da","M","BRA","Athletics"
"13463","Silvestre Sanchez Manuel","M","ESP","Water Polo"
"13464","Sim Kwon Ho","M","KOR","Wrestling"
"13465","Simek Miroslav","M","CZE","Canoe"
"13466","Simenc Dubravko","M","CRO","Water Polo"
"13467","Simeone Diego Pablo","M","ARG","Football"
"13468","Simion Dorel","M","ROU","Boxing"
"13469","Simion Marian","M","ROU","Boxing"
"13470","Simion Marin","M","ROU","Boxing"
"13471","Simmons Coralie","W","USA","Water Polo"
"13472","Simmons-Carrasco Heather","W","USA","Synchronized Swimming"
"13473","Simon Andres","M","CUB","Athletics"
"13474","Simon Diederik","M","NED","Rowing"
"13475","Simon Hugo","M","AUT","Equestrian"
"13476","Simon Lidia","W","ROU","Athletics"
"13477","Simona Amanar","W","ROU","Gymnastics"
"13478","Simons Ann","W","BEL","Judo"
"13479","Simons De Ridder Alexandra","W","GER","Equestrian"
"13480","Simpkins Charles","M","USA","Athletics"
"13481","Simsek Kenan","M","TUR","Wrestling"
"13482","Sin Joon-Sik","M","KOR","Taekwondo"
"13483","Sinnige Clarinda","W","NED","Hockey"
"13484","Sirtsov Serguei","M","EUN","Weightlifting"
"13485","Siskauskas Ramunas","M","LTU","Basketball"
"13486","Sissaouri Giuvi","M","CAN","Wrestling"
"13487","Siti Beata","W","HUN","Handball"
"13488","Sivertsson Thomas","M","SWE","Handball"
"13489","Sixsmith Jane","W","GBR","Hockey"
"13490","Sjoberg Patrik","M","SWE","Athletics"
"13491","Sjoblad Axel","M","SWE","Handball"
"13492","Sjoeberg Johanna","W","SWE","Swimming"
"13493","Skah Khalid","M","MAR","Athletics"
"13494","Skaldina Oksana","W","EUN","Gymnastics"
"13495","Skalin Igor","M","RUS","Sailing"
"13496","Skanaker Ragnar","M","SWE","Shooting"
"13497","Skelin Niksa","M","CRO","Rowing"
"13498","Skelin Sinisa","M","CRO","Rowing"
"13499","Skirving Angie","W","AUS","Hockey"
"13500","Skolimowska Kamila","W","POL","Athletics"
"13501","Skolnekovic Sinisa","M","CRO","Water Polo"
"13502","Skotvoll Annette","W","NOR","Handball"
"13503","Skrabatun Valentina","W","BLR","Rowing"
"13504","Skrzypaszek Arkadiusz","M","POL","Modern pentathlon"
"13506","Slamet Winarni Binti","W","INA","Weightlifting"
"13507","Slaton Danielle","W","USA","Football"
"13508","Slatter Kate","W","AUS","Rowing"
"13509","Slay Brandon","M","USA","Wrestling"
"13510","Slioussareva Olga","W","RUS","Cycling"
"13511","Slivinski. Mikhail","M","EUN","Canoe"
"13512","Sloothaak Franke","M","GER","Equestrian"
"13513","Sloudnov Roman","M","RUS","Swimming"
"13514","Smabers Hanneke","W","NED","Hockey"
"13515","Smabers Minke","W","NED","Hockey"
"13516","Smadga Shay Oren","M","ISR","Judo"
"13517","Smagulov Aidyn","M","KGZ","Judo"
"13518","Smajlagic Irfan","M","CRO","Handball"
"13519","Smal Sergei","M","EUN","Wrestling"
"13520","Smirnova Irina","W","EUN","Volleyball"
"13521","Smith Graeme","M","GBR","Swimming"
"13522","Smith John","M","USA","Wrestling"
"13523","Smith Julie","W","USA","Softball"
"13524","Smith Katie","W","USA","Basketball"
"13525","Smith Lamont","M","USA","Athletics"
"13526","Smith Lawrie","M","GBR","Sailing"
"13527","Smith Michele","W","USA","Softball"
"13528","Smith Michelle","W","IRL","Swimming"
"13529","Smith Phylis","W","GBR","Athletics"
"13530","Smith Rodney Stacy","M","USA","Wrestling"
"13531","Smith Steve","M","GBR","Athletics"
"13532","Smoljanovic Tomislav","M","CRO","Rowing"
"13533","Smurova Elena","W","RUS","Water Polo"
"13534","Smyth Randy","M","USA","Sailing"
"13535","Snep Doina Liliana","W","ROU","Rowing"
"13536","Snook Ronald","M","AUS","Rowing"
"13537","Sobczak Ryszard","M","POL","Fencing"
"13538","Sobral Leila De Souza","W","BRA","Basketball"
"13539","Sobral Marta","W","BRA","Basketball"
"13540","Sobral Marta De Souza","W","BRA","Basketball"
"13541","Sobrero Kate","W","USA","Football"
"13542","Soerlie Else-Marthe","W","NOR","Handball"
"13543","Soffici Filippo","M","ITA","Rowing"
"13544","Soia Elena","W","RUS","Synchronized Swimming"
"13545","Sokolowska Beata","W","POL","Kayak"
"13546","Soler Francisco","M","ESP","Football"
"13547","Soler Yolanda","W","ESP","Judo"
"13548","Solozabal Roberto","M","ESP","Football"
"13549","Soltani Hocine","M","ALG","Boxing"
"13550","Somayli Hadi Souan","M","KSA","Athletics"
"13551","Son Min-Han","M","KOR","Baseball"
"13552","Song Jin-Woo","M","KOR","Baseball"
"13553","Song Seung-Tae","M","KOR","Hockey"
"13554","Songaila Darius","M","LTU","Basketball"
"13555","Sonko Moustapha","M","FRA","Basketball"
"13556","Sorensen Rolf","M","DEN","Cycling"
"13557","Sorgers Jana","W","GER","Rowing"
"13558","Sorokina Ganna","W","UKR","Diving"
"13559","Sostar Aleksandar","M","YUG","Water Polo"
"13560","Sotnikova Yulia","W","RUS","Athletics"
"13561","Sotomayor Javier","M","CUB","Athletics"
"13562","Sotomayor Sanabria Javier","M","CUB","Athletics"
"13563","Sottani Leonardo","M","ITA","Water Polo"
"13564","Soukossian Pavel","M","RUS","Handball"
"13565","Soumnikova I.","W","EUN","Basketball"
"13566","Souraniemi Tommy","M","SWE","Handball"
"13567","Souza Fofao","W","BRA","Volleyball"
"13568","Souza Helia Rogerio De","W","BRA","Volleyball"
"13569","Souza Marcelo Jose De","M","BRA","Football"
"13570","Spanneberg Torsten","M","GER","Swimming"
"13571","Spelly Ingo","M","GER","Canoe"
"13572","Spik Luka","M","SLO","Rowing"
"13573","Spircu Doina","W","ROU","Rowing"
"13574","Spittka Marko","M","GER","Judo"
"13575","Sporn Rachael","W","AUS","Basketball"
"13576","Sproule Daniel","M","AUS","Hockey"
"13577","Srecki Eric","M","FRA","Fencing"
"13578","Stacy Jay","M","AUS","Hockey"
"13579","Staley Dawn","W","USA","Basketball"
"13580","Staniek Ryszard","M","POL","Football"
"13581","Staniszewski Michal","M","POL","Canoe"
"13582","Stark Ian","M","GBR","Equestrian"
"13583","Starostin Anatoli","M","EUN","Modern pentathlon"
"13584","Starre Kate","W","AUS","Hockey"
"13585","Stasyuk Natalya","W","BLR","Rowing"
"13586","Steding Katy","W","USA","Basketball"
"13587","Steel Bryan","M","GBR","Cycling"
"13588","Steen Ingrid","W","NOR","Handball"
"13589","Steenberghe Florentine","W","NED","Hockey"
"13590","Steffes Kent","M","USA","Volleyball"
"13591","Stegemann Kerstin","W","GER","Football"
"13592","Steinacher Hans Peter","M","AUT","Sailing"
"13593","Steinbach Michael","M","GER","Rowing"
"13594","Steiner Andre","M","GER","Rowing"
"13595","Steinmetz Barnabas","M","HUN","Water Polo"
"13596","Steinweg Stefan","M","GER","Cycling"
"13597","Stellmach Manuela","W","GER","Swimming"
"13598","Stenvaag Harald","M","NOR","Shooting"
"13599","Stepieri Piotr","M","POL","Wrestling"
"13600","Stepkine Iouri","M","RUS","Judo"
"13601","Stepnik Ayelen","W","ARG","Hockey"
"13602","Stevens Raymond","M","GBR","Judo"
"13603","Stevens Rochelle","W","USA","Athletics"
"13604","Stevenson Nicole","W","AUS","Swimming"
"13605","Stevenson Nicole Dawn","W","AUS","Swimming"
"13606","Stewart Geoff","M","AUS","Rowing"
"13607","Stewart James","M","AUS","Rowing"
"13608","Stewart Melvin","M","USA","Swimming"
"13609","Stewart Ossie","M","GBR","Sailing"
"13610","Stich Michael","M","GER","Tennis"
"13611","Still Megan","W","AUS","Rowing"
"13612","Stockton John","M","USA","Basketball"
"13613","Stoecklin Stephane","M","FRA","Handball"
"13614","Stokkeland Espen","M","NOR","Sailing"
"13615","Stombergas Saulius","M","LTU","Basketball"
"13616","Storcz Botond","M","HUN","Kayak"
"13617","Stork Jeffrey Malcolm","M","USA","Volleyball"
"13618","Storseth Steffen","M","NOR","Rowing"
"13619","Stoute Jennifer","W","GBR","Athletics"
"13620","Stowell Belinda","W","AUS","Sailing"
"13621","Stoyanov Blagovest Nikolov","M","BUL","Canoe"
"13622","Stratan Dmitri","M","RUS","Water Polo"
"13623","Strauch Annegret","W","GER","Rowing"
"13624","Strausbaugh Scott","M","USA","Canoe"
"13625","Streich Jacek","M","POL","Rowing"
"13626","Streppelhoff Thorsten","M","GER","Rowing"
"13627","Stritof Ratko","M","CRO","Water Polo"
"13628","Strug Kerri","W","USA","Gymnastics"
"13629","Stuer-Lauridsen Thomas","M","DEN","Badminton"
"13630","Stulce Michael D.","M","USA","Athletics"
"13631","Sturrup Chandra","W","BAH","Athletics"
"13632","Subagja Ricky","M","INA","Badminton"
"13633","Sudduth Jill","W","USA","Synchronized Swimming"
"13634","Suffo K Patrick","M","CMR","Football"
"13635","Sugawara Noriko","W","JPN","Judo"
"13636","Sugiura Masanori","M","JPN","Baseball"
"13637","Sugiyama Kento","M","JPN","Baseball"
"13638","Sui Xinmei","W","CHN","Athletics"
"13639","Sujster Vladimir","M","CRO","Handball"
"13640","Sukova Helena","W","CZE","Tennis"
"13641","Sulaiman Mohamed Ahmed","M","QAT","Athletics"
"13642","Suleymanoglu Naim","M","TUR","Weightlifting"
"13643","Sun Fuming","W","CHN","Judo"
"13644","Sun Jin","W","CHN","Table Tennis"
"13645","Sun Man","W","CHN","Badminton"
"13646","Sun Qingmei","W","CHN","Football"
"13647","Sun Shuwei","M","CHN","Diving"
"13648","Sun Wen","W","CHN","Football"
"13649","Sun Yue","W","CHN","Volleyball"
"13650","Sundal Heidi","W","NOR","Handball"
"13651","Sundqvist Karl","M","SWE","Canoe"
"13652","Sunesen Gitte","W","DEN","Handball"
"13653","Surin Bruny","M","CAN","Athletics"
"13654","Suruagy Sandra Maria Lima","W","BRA","Volleyball"
"13655","Susanti Susi","W","INA","Badminton"
"13656","Susanto Hermawan","M","INA","Badminton"
"13657","Susanu Viorica","W","ROU","Rowing"
"13658","Suta Khassaraporn","W","THA","Weightlifting"
"13659","Svatkovsky Dmitry","M","EUN","Modern pentathlon"
"13660","Svendsen Cathrine","W","NOR","Handball"
"13661","Svensson Thomas","M","SWE","Handball"
"13662","Svensson Tina","W","NOR","Football"
"13663","Svetlana Chorkina","W","RUS","Gymnastics"
"13664","Svitlychnyy Oleksandr","M","UKR","Gymnastics"
"13665","Swail Julie","W","USA","Water Polo"
"13666","Swierczewski Piotr","M","POL","Football"
"13667","Swoopes Sheryl","W","USA","Basketball"
"13668","Sycz Robert","M","POL","Rowing"
"13669","Sydor Alison","W","CAN","Cycling"
"13670","Sylant'Yev Denys","M","UKR","Swimming"
"13671","Symonenko Oleksandr","M","UKR","Cycling"
"13672","Sypniewski Marian","M","POL","Fencing"
"13673","Syrtsov Sergey","M","RUS","Weightlifting"
"13674","Szabo Bence","M","HUN","Fencing"
"13675","Szabo Gabriela","W","ROU","Athletics"
"13676","Szabo Szilvia","W","HUN","Kayak"
"13677","Szabo Tunde","W","HUN","Swimming"
"13678","Szabo-Lazar Reka","W","ROU","Fencing"
"13679","Szalay Gyongyi","W","HUN","Fencing"
"13680","Szanto Anna","W","HUN","Handball"
"13681","Szczepanska Aneta","W","POL","Judo"
"13682","Szecsi Zoltan","M","HUN","Water Polo"
"13683","Szekely Bulcsu","M","HUN","Water Polo"
"13684","Szekely Violeta","W","ROU","Athletics"
"13685","Szilagyi Katalin","W","HUN","Handball"
"13686","Szubert Dariusz","M","POL","Football"
"13687","Szukala Rafal","M","POL","Swimming"
"13688","Tabak Zan","M","CRO","Basketball"
"13689","Tabakova Maja","W","BUL","Gymnastics"
"13690","Tachibana Miya","W","JPN","Synchronized Swimming"
"13691","Taga Nicolaie","M","ROU","Rowing"
"13692","Tahir Zaman","M","PAK","Hockey"
"13693","Taianovich Veniamin","M","EUN","Swimming"
"13694","Taillon Jacinthe","W","CAN","Synchronized Swimming"
"13695","Taimazov Timur","M","EUN","Weightlifting"
"13696","Tait Blyth","M","NZL","Equestrian"
"13697","Tait Robert Blyth","M","NZL","Equestrian"
"13698","Tajima Yasuko","W","JPN","Swimming"
"13699","Takabayashi Takayuki","M","JPN","Baseball"
"13700","Takahashi Kaori","W","JPN","Synchronized Swimming"
"13701","Takahashi Naoko","W","JPN","Athletics"
"13702","Takami Yasunori","M","JPN","Baseball"
"13703","Takayama Aki","W","JPN","Synchronized Swimming"
"13704","Takayama Juri","W","JPN","Softball"
"13705","Takeda Miho","W","JPN","Synchronized Swimming"
"13706","Takimoto Makoto","M","JPN","Judo"
"13707","Talapan Viorel","M","ROU","Rowing"
"13708","Taleva Ivelina","W","BUL","Gymnastics"
"13709","Tamoto Hiroko","W","JPN","Softball"
"13710","Tampakos Dimosthenis","M","GRE","Gymnastics"
"13711","Tamsamani Tahar","M","MAR","Boxing"
"13712","Tamudo Raul","M","ESP","Football"
"13713","Tamura Ryoko","W","JPN","Judo"
"13714","Tan Liangde","M","CHN","Diving"
"13715","Tanabe Yoko","W","JPN","Judo"
"13716","Tanaka Junko","W","JPN","Synchronized Swimming"
"13717","Tanaka Masami","W","JPN","Swimming"
"13718","Tanase Anca","W","ROU","Rowing"
"13719","Tanaskovic Zeljko","M","YUG","Volleyball"
"13720","Tanderup Anne","W","DEN","Handball"
"13721","Tang Jiuhong","W","CHN","Badminton"
"13722","Tang Lin","W","CHN","Judo"
"13723","Tang Lingsheng","M","CHN","Weightlifting"
"13724","Tang Yongshu","W","CHN","Badminton"
"13725","Tangeraas Trine","W","NOR","Football"
"13726","Tani Yoshitomo","M","JPN","Baseball"
"13727","Tanui William","M","KEN","Athletics"
"13728","Tao Hua","W","CHN","Softball"
"13729","Tao Luna","W","CHN","Shooting"
"13730","Taormina Sheila","W","USA","Swimming"
"13731","Tapia Hector","M","CHI","Football"
"13732","Tapia Nelson","M","CHI","Football"
"13733","Taran Ruslana","W","UKR","Sailing"
"13734","Taranenko Leonid","M","EUN","Weightlifting"
"13735","Tarantino Luigi","M","ITA","Fencing"
"13736","Tarasov Maksim","M","RUS","Athletics"
"13737","Tarver Antonio","M","USA","Boxing"
"13738","Tateno Chiyori","W","JPN","Judo"
"13739","Tatham Reidun","W","CAN","Synchronized Swimming"
"13740","Tatsumi Juri","W","JPN","Synchronized Swimming"
"13741","Taurima Jai","M","AUS","Athletics"
"13742","Tavakoli Hossein","M","IRI","Weightlifting"
"13743","Taylor Angelo","M","USA","Athletics"
"13744","Taylor Brenda Susan","W","CAN","Rowing"
"13745","Taylor Jermain","M","USA","Boxing"
"13746","Taylor Rachael","W","AUS","Rowing"
"13747","Taymazov Artur","M","UZB","Wrestling"
"13748","Taymazov Timur","M","UKR","Weightlifting"
"13749","Tayot Pascal","M","FRA","Judo"
"13750","Tchantouria Vladimir","M","GEO","Boxing"
"13751","Tcheboukina Elena","W","EUN","Volleyball"
"13752","Tchepeleva Anna","W","RUS","Gymnastics"
"13753","Tchiguir Alexandre","M","EUN","Water Polo"
"13754","Tchomakhidze Revaz","M","RUS","Water Polo"
"13755","Tchoumak Igor","M","EUN","Handball"
"13756","Tedeyev Elbrus","M","UKR","Wrestling"
"13757","Teeuwen Margje","W","NED","Hockey"
"13758","Teeuwissen Arjen","M","NED","Equestrian"
"13759","Teffer Martin","M","NED","Volleyball"
"13760","Telleria Maider","W","ESP","Hockey"
"13761","Tellez Norberto","M","CUB","Athletics"
"13762","Tello Rodrigo","M","CHI","Football"
"13763","Tenk Martin","M","CZE","Shooting"
"13764","Terenzi Tonhi","M","ITA","Fencing"
"13765","Tergat Paul","M","KEN","Athletics"
"13766","Ter-Mkrtchian Alfred","M","EUN","Wrestling"
"13767","Terry Simon Duncan","M","GBR","Archery"
"13768","Tetioukhine Serguei","M","RUS","Volleyball"
"13769","Teuscher Cristina","W","USA","Swimming"
"13770","Tewes Jan-Peter","M","GER","Hockey"
"13771","Tewes Stefan","M","GER","Hockey"
"13772","Tewksbury Mark","M","CAN","Swimming"
"13773","Tews Andreas","M","GER","Boxing"
"13774","Thanou Ekaterini","W","GRE","Athletics"
"13775","Thate Carole","W","NED","Hockey"
"13776","Theloke Stev","M","GER","Swimming"
"13777","Theodorescu Monica","W","GER","Equestrian"
"13778","Thiebaut Jean-Luc","M","FRA","Handball"
"13779","Thiede Peter","M","GER","Rowing"
"13780","Thieme Jana","W","GER","Rowing"
"13781","Thien Margot","W","USA","Synchronized Swimming"
"13782","Thomas Iwan","M","GBR","Athletics"
"13783","Thomas Jerome","M","FRA","Boxing"
"13784","Thomas Petria","W","AUS","Swimming"
"13785","Thomaschinski Simone","W","GER","Hockey"
"13786","Thompson Chris","M","USA","Swimming"
"13787","Thompson Jenny","W","USA","Swimming"
"13788","Thompson Joanne","W","GBR","Hockey"
"13789","Thompson Lesley","W","CAN","Rowing"
"13790","Thompson Obadele","M","BAR","Athletics"
"13791","Thomson Kirsten","W","AUS","Swimming"
"13792","Thongburan Pornchai","M","THA","Boxing"
"13793","Thorpe Ian","M","AUS","Swimming"
"13794","Thorsen Rolf Bernt","M","NOR","Rowing"
"13795","Thorsson Pierre","M","SWE","Handball"
"13796","Thue Jeffrey James Milton","M","CAN","Wrestling"
"13797","Thugwane Josia","M","RSA","Athletics"
"13798","Tian Bingyi","M","CHN","Badminton"
"13799","Tian Liang","M","CHN","Diving"
"13800","Tiberti Gianluca","M","ITA","Modern pentathlon"
"13801","Tichtchenko Elizaveta","W","RUS","Volleyball"
"13802","Timinskas Mindaugas","M","LTU","Basketball"
"13803","Timmons Steve Dennis","M","USA","Volleyball"
"13804","Timms Michele","W","AUS","Basketball"
"13805","Timoshenko Alexandra","W","EUN","Gymnastics"
"13806","Timur Minarti","W","INA","Badminton"
"13807","Tinney Stuart","M","AUS","Equestrian"
"13808","Tiourina Elena","W","RUS","Volleyball"
"13809","Tishchenko Anatoliy","M","RUS","Kayak"
"13810","Titcume Natalie","W","AUS","Softball"
"13811","Tivontchik Andrei","M","GER","Athletics"
"13812","Tizzano Davide","M","ITA","Rowing"
"13813","Tjugum Heidi","W","NOR","Handball"
"13814","Tkatchenko M.","W","EUN","Basketball"
"13815","Tmenov Tamerlan","M","RUS","Judo"
"13816","Todd Mark James","M","NZL","Equestrian"
"13817","Todorov Serafim","M","BUL","Boxing"
"13818","Toennessen Anne","W","NOR","Football"
"13819","Tofoli Paolo","M","ITA","Volleyball"
"13820","Togo Akihiro","M","JPN","Baseball"
"13821","Tokoun Elena","W","RUS","Water Polo"
"13822","Tokunaga Koji","M","JPN","Baseball"
"13823","Tola Tesfaye","M","ETH","Athletics"
"13824","Tolkounova Irina","W","RUS","Water Polo"
"13825","Toma Sanda","W","ROU","Kayak"
"13826","Tomasevic Dejan","M","YUG","Basketball"
"13827","Tomiak Tomasz","M","POL","Rowing"
"13828","Tomkins James","M","AUS","Rowing"
"13829","Toniste Tonu","M","EST","Sailing"
"13830","Toniste Toomas","M","EST","Sailing"
"13831","Tontchev Tontcho","M","BUL","Boxing"
"13832","Tooth Liane","W","AUS","Hockey"
"13833","Topic Milenko","M","YUG","Basketball"
"13834","Tops Jan","M","NED","Equestrian"
"13835","Torgovanov Dmitri","M","RUS","Handball"
"13836","Tornikidou E.","W","EUN","Basketball"
"13837","Torrence Gwen","W","USA","Athletics"
"13838","Torres Dara","W","USA","Swimming"
"13839","Torres Regla","W","CUB","Volleyball"
"13840","Toth Beatrix","W","HUN","Handball"
"13841","Totola Gabor","M","HUN","Fencing"
"13842","Tourky Loudy","W","AUS","Diving"
"13843","Tournant Arnaud","M","FRA","Cycling"
"13844","Touron Pascal","M","FRA","Rowing"
"13845","Touw Daphne","W","NED","Hockey"
"13846","Touya Damien","M","FRA","Fencing"
"13847","Towers Julie","W","AUS","Hockey"
"13848","Toxopeus Jacqueline","W","NED","Hockey"
"13849","Tracz Jozef","M","POL","Wrestling"
"13850","Traineau Stephane","M","FRA","Judo"
"13851","Trammell Terrence","M","USA","Athletics"
"13852","Tran Hieu Ngan","W","VIE","Taekwondo"
"13853","Trandenkov Igor","M","RUS","Athletics"
"13854","Trandenkova Marina","W","EUN","Athletics"
"13855","Trapmore Steve","M","GBR","Rowing"
"13856","Traurig Christine","W","USA","Equestrian"
"13857","Trautmann Richard","M","GER","Judo"
"13858","Trbojevic Petar","M","YUG","Water Polo"
"13859","Tregubov Viktor","M","EUN","Weightlifting"
"13860","Trenton Daniel","M","AUS","Taekwondo"
"13861","Tretyakov Aleksandr","M","RUS","Wrestling"
"13862","Trevejo Ivan","M","CUB","Fencing"
"13863","Trevejo Perez Ivan","M","CUB","Fencing"
"13864","Trillini Giovanna","W","ITA","Fencing"
"13865","Trim Andrew","M","AUS","Kayak"
"13866","Tristant Denis","M","FRA","Handball"
"13867","Troeger Christian","M","GER","Swimming"
"13868","Trotman Julia","W","USA","Sailing"
"13869","Tsagaev Alan","M","BUL","Weightlifting"
"13870","Tsai Ming-Hung","M","TPE","Baseball"
"13871","Tsang Tosha","W","CAN","Rowing"
"13872","Tsilent Valeriy","M","BLR","Wrestling"
"13873","Tsybulnikov Georgiy","M","RUS","Kayak"
"13874","Tsyhuleva Oxana","W","UKR","Gymnastics"
"13875","Tua David","M","NZL","Boxing"
"13876","Tuchkin Alexander","M","RUS","Handball"
"13877","Tucker Leon Rolando Samuel","M","CUB","Fencing"
"13878","Tufan Elisabeta","W","ROU","Fencing"
"13879","Tufte Olaf","M","NOR","Rowing"
"13880","Tulaganov Karim","M","UZB","Boxing"
"13881","Tulu Derartu","W","ETH","Athletics"
"13882","Turgeon Mathieu","M","CAN","Gymnastics"
"13883","Turlikhanov Daulet","M","EUN","Wrestling"
"13884","Turnbull Mark","M","AUS","Sailing"
"13885","Twigg Rebecca Lynne","W","USA","Cycling"
"13886","Tyler Danielle","W","USA","Softball"
"13887","Tyler-Sharman Lucy","W","AUS","Cycling"
"13888","Tyurina Elena","W","EUN","Volleyball"
"13889","Ubartas Romas","M","LTU","Athletics"
"13890","Uche Okechukwu","M","NGR","Football"
"13891","Udo-Obong Enefiok","M","NGR","Athletics"
"13892","Uga Elisa","W","ITA","Fencing"
"13893","Ugalde Antonio","M","ESP","Handball"
"13894","Ulacia Alvarez Luis","M","CUB","Baseball"
"13895","Ulacia Luis","M","CUB","Baseball"
"13896","Ullrich Jan","M","GER","Cycling"
"13897","Ulm Stefan","M","GER","Kayak"
"13898","Ulrich Thomas","M","GER","Boxing"
"13899","Undset Kjetil","M","NOR","Rowing"
"13900","Uphoff Nicole","W","GER","Equestrian"
"13901","Urbaniak Dorota","W","CAN","Rowing"
"13902","Urdangarin Inaki","M","ESP","Handball"
"13903","Urdiales Alberto","M","ESP","Handball"
"13904","Urkal Oktay","M","GER","Boxing"
"13905","Urrutia Maria Isabel","W","COL","Weightlifting"
"13906","Urrutia Quiroga Ermidelio","M","CUB","Baseball"
"13907","Urzica Marius Daniel","M","ROU","Gymnastics"
"13908","Ushakov Konstantin","M","RUS","Volleyball"
"13909","Uskokovic Veljko","M","YUG","Water Polo"
"13910","Usoz Pablo","M","ESP","Hockey"
"13911","Ustyuzhanina Tatiana","W","EUN","Rowing"
"13912","Utess Stefan","M","GER","Canoe"
"13913","Utondu Beatrice","W","NGR","Athletics"
"13914","Utsugi Reika","W","JPN","Softball"
"13915","Vaccaroni Dorina","W","ITA","Fencing"
"13916","Vaisvila Rytis","M","LTU","Basketball"
"13917","Vakhtangadze Mukhran","M","GEO","Wrestling"
"13918","Valdes Berriel Jorge Luis","M","CUB","Baseball"
