"11025","Fischer Birgit","W","GER","Kayak"
"11026","Fischer Carsten","M","GER","Hockey"
"11027","Fitschen Doris","W","GER","Football"
"11028","Fix Oliver","M","GER","Kayak"
"11029","Flach Thomas","M","GER","Sailing"
"11030","Flessel Laura","W","FRA","Fencing"
"11031","Flessel-Colovic Laura","W","FRA","Fencing"
"11032","Fleury Catherine","W","FRA","Judo"
"11033","Florijn Ronald","M","NED","Rowing"
"11034","Florman Marianne","W","DEN","Handball"
"11035","Flosadottir Vala","W","ISL","Athletics"
"11036","Flute Sebastien","M","FRA","Archery"
"11037","Fodor Rajmund","M","HUN","Water Polo"
"11038","Foerster Paul","M","USA","Sailing"
"11039","Foirest Laurent","M","FRA","Basketball"
"11040","Follas Selina","W","AUS","Softball"
"11041","Fonoimoana Eric","M","USA","Volleyball"
"11042","Fonteyne Karen","W","CAN","Synchronized Swimming"
"11043","Forbes John","M","AUS","Sailing"
"11044","Forder Annemarie","W","AUS","Shooting"
"11045","Forgeron Michael Joseph","M","CAN","Rowing"
"11046","Forgues Wilfrid","M","FRA","Canoe"
"11047","Forkel Karen","W","GER","Athletics"
"11048","Forsythe Timothy","M","AUS","Athletics"
"11049","Fort Jaume","M","ESP","Handball"
"11050","Fortune Scott Thomas","M","USA","Volleyball"
"11051","Foster Timothy","M","GBR","Rowing"
"11052","Foth Robert J.","M","USA","Shooting"
"11053","Foudy Julie","W","USA","Football"
"11054","Fout Nina","W","USA","Equestrian"
"11055","Fox Catherine","W","USA","Swimming"
"11056","Fox Joanne","W","AUS","Water Polo"
"11057","Fox-Jerusalmi Myriam","W","FRA","Kayak"
"11058","Fraendesjoe Martin","M","SWE","Handball"
"11059","Fraga Kely","W","BRA","Volleyball"
"11060","Frana Javier","M","ARG","Tennis"
"11061","Francetic Igor","M","CRO","Rowing"
"11062","Francia Mirka","W","CUB","Volleyball"
"11063","Frandesjo Martin","M","SWE","Handball"
"11064","Frangilli Michele","M","ITA","Archery"
"11065","Frank Antje","W","GER","Rowing"
"11066","Franklin Ryan","M","USA","Baseball"
"11067","Frankovic Tihomir","M","CRO","Rowing"
"11068","Frankovic Valner","M","CRO","Handball"
"11069","Franzen Mathias","M","SWE","Handball"
"11070","Fraser Susan","W","GBR","Hockey"
"11071","Fraser Wendy","W","GBR","Hockey"
"11072","Frechette Sylvie","W","CAN","Synchronized Swimming"
"11073","Fredericks Frank","M","NAM","Athletics"
"11074","Frederiksen Christian Wigeo","M","DEN","Canoe"
"11075","Free Duncan","M","AUS","Rowing"
"11076","Freeman Catherine","W","AUS","Athletics"
"11077","Freeman Michelle","W","JAM","Athletics"
"11078","Freguson Debbie","W","BAH","Athletics"
"11079","Freigang Stephan Timo","M","GER","Athletics"
"11080","Freimut Maciej","M","POL","Canoe"
"11081","French Michelle","W","USA","Football"
"11082","Fridman Gal","M","ISR","Sailing"
"11083","Fried Volker","M","GER","Hockey"
"11084","Frischknecht Thomas","M","SUI","Cycling"
"11085","Frolander Lars","M","SWE","Swimming"
"11086","Frolova Inna","W","UKR","Rowing"
"11087","Froseth Hege Kirsti","W","NOR","Handball"
"11088","Frossine Alexei","M","RUS","Fencing"
"11089","Frost Ken","M","DEN","Cycling"
"11090","Fruelund Katrine","W","DEN","Handball"
"11091","Fruhmann Thomas","M","AUT","Equestrian"
"11092","Frustol Tone Gunn","W","NOR","Football"
"11093","Fu Mingxia","W","CHN","Diving"
"11094","Fuchs Markus","M","SUI","Equestrian"
"11095","Fujii Raika","W","JPN","Synchronized Swimming"
"11096","Fujii Yumiko","W","JPN","Softball"
"11097","Fukudome Kosuke","M","JPN","Baseball"
"11098","Fullana Margarita","W","ESP","Cycling"
"11099","Fuller Amy","W","USA","Rowing"
"11100","Fulst Guido","M","GER","Cycling"
"11101","Funkenhauser Zita-Eva","W","GER","Fencing"
"11102","Funnell Pippa","W","GBR","Equestrian"
"11103","Fydler Chris","M","AUS","Swimming"
"11104","Fynes Sevatheda","W","BAH","Athletics"
"11105","Gabarra Carin","W","USA","Football"
"11106","Gabellanes Nagore","W","ESP","Hockey"
"11107","Gadou Thierry","M","FRA","Basketball"
"11108","Gaebler Roland","M","GER","Sailing"
"11109","Gafencu Liliana","W","ROU","Rowing"
"11110","Gagliano Christophe","M","FRA","Judo"
"11111","Gaidarbekov Gaidarbek","M","RUS","Boxing"
"11112","Gailes Jason","M","USA","Rowing"
"11113","Gaines Chryste","W","USA","Athletics"
"11114","Gal Jenny","W","NED","Judo"
"11115","Galfione Jean","M","FRA","Athletics"
"11116","Galieva Roza","W","EUN","Gymnastics"
"11117","Gallardo Marcelo Daniel","M","ARG","Football"
"11118","Galtarossa Rossano","M","ITA","Rowing"
"11119","Gambero Anabel","W","ARG","Hockey"
"11120","Gamova Ekaterina","W","RUS","Volleyball"
"11121","Gandolfi Ferdinando","M","ITA","Water Polo"
"11122","Gane Laurent","M","FRA","Cycling"
"11123","Gao E","W","CHN","Shooting"
"11124","Gao Hong","W","CHN","Football"
"11125","Gao Jing","W","CHN","Shooting"
"11126","Gao Jun","W","CHN","Table Tennis"
"11127","Gao Ling","W","CHN","Badminton"
"11128","Gao Min","W","CHN","Diving"
"11129","Garard Renita","W","AUS","Hockey"
"11130","Garayeva Yuliya","W","RUS","Fencing"
"11131","Garbouzov Sergey","M","RUS","Water Polo"
"11132","Garceau Catherine","W","CAN","Synchronized Swimming"
"11133","Garcia Aguado Pedro","M","ESP","Water Polo"
"11134","Garcia Agustina Soledad","W","ARG","Hockey"
"11135","Garcia Anier","M","CUB","Athletics"
"11136","Garcia Chico Javier","M","ESP","Athletics"
"11137","Garcia Gabriel","M","ESP","Football"
"11138","Garcia Ivan","M","CUB","Athletics"
"11139","Garcia Marturell Hermenegildo","M","CUB","Fencing"
"11140","Garcia Pedro","M","ESP","Water Polo"
"11141","Garcia Perez Oscar","M","CUB","Fencing"
"11142","Garcia Yoel","M","CUB","Athletics"
"11143","Garcia-Maurino Juantxo","M","ESP","Hockey"
"11144","Gardent Philippe","M","FRA","Handball"
"11145","Gardini Andrea","M","ITA","Volleyball"
"11146","Gardner Rulon","M","USA","Wrestling"
"11147","Gargo Mohammed","M","GHA","Football"
"11148","Garner Sarah","W","USA","Rowing"
"11149","Garnett Kevin","M","USA","Basketball"
"11150","Garralda Mateo","M","ESP","Handball"
"11151","Gatien Jean-Philippe","M","FRA","Table Tennis"
"11152","Gato Idalmis","W","CUB","Volleyball"
"11153","Gaudoin Paul","M","AUS","Hockey"
"11154","Gaumont Philippe","M","FRA","Cycling"
"11155","Gavio Giovane","M","BRA","Volleyball"
"11156","Gavrilov Yuri","M","EUN","Handball"
"11157","Ge Fei","W","CHN","Badminton"
"11158","Gebhardt Michael","M","USA","Sailing"
"11159","Gebrselassie Haile","M","ETH","Athletics"
"11160","Geeris Piet-Hein","M","NED","Hockey"
"11161","Geisler Marco","M","GER","Rowing"
"11162","Gelisio Deborah","W","ITA","Shooting"
"11163","Gentil Pascal","M","FRA","Taekwondo"
"11164","Gentzel Peter","M","SWE","Handball"
"11165","Georgatou Maria","W","GRE","Gymnastics"
"11166","George Chris","M","USA","Baseball"
"11167","Georgescu Elena","W","ROU","Rowing"
"11168","Gerasimenok Irina","W","RUS","Shooting"
"11169","Geric Andrija","M","YUG","Volleyball"
"11170","Gerini Marco","M","ITA","Water Polo"
"11171","Gery Marcel","M","CAN","Swimming"
"11172","Gesior Dariusz","M","POL","Football"
"11173","Ghaffari Matt","M","USA","Wrestling"
"11174","Gheorghe Marin","M","ROU","Rowing"
"11175","Ghibellini Alberto","M","ITA","Water Polo"
"11176","Giani Andrea","M","ITA","Volleyball"
"11177","Gibson Michelle","W","USA","Equestrian"
"11178","Giedraitis Audrius","M","LTU","Basketball"
"11179","Gier Markus","M","SUI","Rowing"
"11180","Gier Michael","M","SUI","Rowing"
"11181","Giha Yarur Juan Jorge","M","PER","Shooting"
"11182","Gil Young Ah","W","KOR","Badminton"
"11183","Gilbert Glenroy","M","CAN","Athletics"
"11184","Giles David","M","AUS","Sailing"
"11185","Giles Steve","M","CAN","Canoe"
"11186","Gill Nicolas","M","CAN","Judo"
"11187","Gillingham Nick","M","GBR","Swimming"
"11188","Gilmore Matthew","M","BEL","Cycling"
"11189","Gilmore Rebecca","W","AUS","Diving"
"11190","Gimenez Estela","W","ESP","Gymnastics"
"11191","Gina Gogean","W","ROU","Gymnastics"
"11192","Ginn Drew","M","AUS","Rowing"
"11193","Giovinazzo Girolamo","M","ITA","Judo"
"11194","Girard-Leno Patricia","W","FRA","Athletics"
"11195","Giroldo Junior Oswaldo","M","BRA","Football"
"11196","Gitinov Arsen","M","RUS","Wrestling"
"11197","Giustolisi Luca","M","ITA","Water Polo"
"11198","Gjertsen Douglas","M","USA","Swimming"
"11199","Glaser Pease","W","USA","Sailing"
"11200","Glaus Troy","M","USA","Baseball"
"11201","Glavan Damir","M","CRO","Water Polo"
"11202","Glavan Marcel","M","ROU","Canoe"
"11203","Glazkova Anna","W","BLR","Gymnastics"
"11204","Glockner Michael","M","GER","Cycling"
"11205","Glouchkov Alexei","M","RUS","Wrestling"
"11206","Glukhov Andrey","M","RUS","Rowing"
"11207","Gobedjichvili David","M","EUN","Wrestling"
"11208","Godefroid Sebastien","M","BEL","Sailing"
"11209","Godignon Herve","M","FRA","Equestrian"
"11210","Godina Elena","W","RUS","Volleyball"
"11211","Godina John","M","USA","Athletics"
"11212","Goduz Lioudmila","W","EUN","Handball"
"11213","Goellner Marc-Kevin","M","GER","Tennis"
"11214","Goette Jeannette","W","GER","Football"
"11215","Gogean Gina","W","ROU","Gymnastics"
"11216","Goksor Susann","W","NOR","Handball"
"11217","Goldblatt Scott","M","USA","Swimming"
"11218","Goldobina Tatiana","W","RUS","Shooting"
"11219","Golubitski Sergei","M","EUN","Fencing"
"11220","Goluza Slavko","M","CRO","Handball"
"11221","Gomez Salvador","M","ESP","Water Polo"
"11222","Gomez Yasser","M","CUB","Baseball"
"11223","Goncalves Lilian Cristina","W","BRA","Basketball"
"11224","Goncharov Valeri","M","UKR","Gymnastics"
"11225","Gonci Jozef","M","SVK","Shooting"
"11226","Gong Zhichao","W","CHN","Badminton"
"11227","Gontcharenko Svetlana","W","RUS","Athletics"
"11228","Gonzalez Antonio","M","ESP","Hockey"
"11229","Gonzalez Driulys","W","CUB","Judo"
"11230","Gonzalez Junquera Marco Antonio","M","ESP","Water Polo"
"11231","Gonzalez Marivi","W","ESP","Hockey"
"11232","Gonzalez Morales Driulis","W","CUB","Judo"
"11233","Gonzalez Raul","M","ESP","Handball"
"11234","Gonzalez Sanchez Raul","M","CUB","Boxing"
"11235","Gonzalez Sebastian","M","CHI","Football"
"11236","Goode Joanne","W","GBR","Badminton"
"11237","Goodman Scott","M","AUS","Swimming"
"11238","Gopine Valeri","M","EUN","Handball"
"11239","Gorb Tatiana","W","EUN","Handball"
"11240","Gorchkov Dmitri","M","EUN","Water Polo"
"11241","Gordon Alastair","M","AUS","Rowing"
"11242","Goriouchev Valeri","M","RUS","Volleyball"
"11243","Gorobiy Oleg","M","RUS","Kayak"
"11244","Gorpichin Viatcheslav","M","RUS","Handball"
"11245","Gortzen Guido","M","NED","Volleyball"
"11246","Gosse Christine","W","FRA","Rowing"
"11247","Gotfrid Denis","M","UKR","Weightlifting"
"11248","Gottschlich Stefanie","W","GER","Football"
"11249","Goulart Luiz Carlos","M","BRA","Football"
"11250","Gourdain Mathieu","M","FRA","Fencing"
"11251","Goutsou Tatiana","W","EUN","Gymnastics"
"11252","Gouveia Antonio Carlos","M","BRA","Volleyball"
"11253","Gozdziak Dariusz","M","POL","Modern pentathlon"
"11254","Grabert Rob","M","NED","Volleyball"
"11255","Gradante Anna-Maria","W","GER","Judo"
"11256","Grael Lars","M","BRA","Sailing"
"11257","Grael Torben","M","BRA","Sailing"
"11258","Graf Steffi","W","GER","Tennis"
"11259","Graf Stephanie","W","AUT","Athletics"
"11260","Graham Kelvin John","M","AUS","Canoe"
"11261","Graham Kim","W","USA","Athletics"
"11262","Graham Lorraine","W","JAM","Athletics"
"11263","Graham Winthrop","M","JAM","Athletics"
"11264","Grainger Katherine","W","GBR","Rowing"
"11265","Granger Michele","W","USA","Softball"
"11266","Granger-Veyron Herve","M","FRA","Fencing"
"11267","Gratcheva Tatiana","W","RUS","Volleyball"
"11268","Graves James","M","USA","Shooting"
"11269","Gravina Pasquale","M","ITA","Volleyball"
"11270","Gray Johnny","M","USA","Athletics"
"11271","Grbic Nikola","M","YUG","Volleyball"
"11272","Grbic Vladimir","M","YUG","Volleyball"
"11273","Grebnev Oleg","M","EUN","Handball"
"11274","Green Chad","M","USA","Baseball"
"11275","Green David Michael","M","AUS","Equestrian"
"11276","Garard Brendan","M","AUS","Hockey"
"11277","Green Nicholas","M","AUS","Rowing"
"11278","Greenbaum Daniel Robert","M","USA","Volleyball"
"11279","Greene Joe","M","USA","Athletics"
"11280","Greene Maurice","M","USA","Athletics"
"11281","Gregory Elvis","M","CUB","Fencing"
"11282","Gregov Alan","M","CRO","Basketball"
"11283","Greisinger Seth","M","USA","Baseball"
"11284","Greville Julia","W","AUS","Swimming"
"11285","Grichina Oxana","W","RUS","Cycling"
"11286","Griffith Yolanda","W","USA","Basketball"
"11287","Griffiths Michelle","W","AUS","Basketball"
"11288","Grigoras Loan","M","ROU","Wrestling"
"11289","Grigorescu Claudia Laura","W","ROU","Fencing"
"11290","Grigorieva Tatiana","W","AUS","Athletics"
"11291","Grigory Misutin","M","UKR","Gymnastics"
"11292","Grimmel Torben","M","DEN","Shooting"
"11293","Grindley David Allan","M","GBR","Athletics"
"11294","Grings Inka","W","GER","Football"
"11295","Grini Kjersti","W","NOR","Handball"
"11296","Gritsun Eduard","M","RUS","Cycling"
"11297","Gronbek Maja","W","DEN","Handball"
"11298","Groudneva Elena","W","EUN","Gymnastics"
"11299","Grozdeva Maria","W","BUL","Shooting"
"11300","Grubor Luka","M","GBR","Rowing"
"11301","Gruchala Sylwia","W","POL","Fencing"
"11302","Grusac Vitalii","M","MDA","Boxing"
"11303","Grusdeva Maria Zdravkova","W","BUL","Shooting"
"11304","Gu Jun","W","CHN","Badminton"
"11305","Gu Xiaoli","W","CHN","Rowing"
"11306","Guan Weizhen","W","CHN","Badminton"
"11307","Guardiola Josep","M","ESP","Football"
"11308","Gudelj Bruno","M","CRO","Handball"
"11309","Gudzineviciute Daina","W","LTU","Shooting"
"11310","Guerassimov Alexandre","M","RUS","Volleyball"
"11311","Guerlits Irina","W","EUN","Basketball"
"11312","Guerra Cabrera Patricia","W","ESP","Sailing"
"11313","Guetzov Valentin Dotxev","M","BUL","Wrestling"
"11314","Guiaro Ronaldo","M","BRA","Football"
"11315","Guibal Brigitte","W","FRA","Kayak"
"11316","Guichot Pierre","M","FRA","Fencing"
"11317","Guidry-White Carlette D.","W","USA","Athletics"
"11318","Guijosa Rafael","M","ESP","Handball"
"11319","Guimaraes Henrique Carlos","M","BRA","Judo"
"11320","Gulbrandsen Ragnhild","W","NOR","Football"
"11321","Gulbrandsen Solveig","W","NOR","Football"
"11322","Gulyov Zafar","M","RUS","Wrestling"
"11323","Gunawan Rudy","M","INA","Badminton"
"11324","Gunawan Tony","M","INA","Badminton"
"11325","Gundersen Trude","W","NOR","Taekwondo"
"11326","Gunnarsson Susanne","W","SWE","Kayak"
"11327","Gunnell Sally","W","GBR","Athletics"
"11328","Gunnell Sally Janet Jane","W","GBR","Athletics"
"11329","Guo Jingjing","W","CHN","Diving"
"11330","Guo Linyao","M","CHN","Gymnastics"
"11331","Gurendez Lorena","W","ESP","Gymnastics"
"11332","Gurriel Delgado Lourdes","M","CUB","Baseball"
"11333","Gusseinov Nazim","M","EUN","Judo"
"11334","Gustavo Roseli Do Carmo","W","BRA","Basketball"
"11335","Gusterson Bridgette","W","AUS","Water Polo"
"11336","Gutierrez Jorge","M","CUB","Boxing"
"11337","Gutsche Torsten","M","GER","Kayak"
"11338","Gutsu Tatiana","W","EUN","Gymnastics"
"11339","Guttler Karoly","M","HUN","Swimming"
"11340","Guttsayt Vadim","M","EUN","Fencing"
"11341","Guyart Brice","M","FRA","Fencing"
"11342","Gyulay Zsolt","M","HUN","Canoe"
"11343","Ha Tae-Kwon","M","KOR","Badminton"
"11344","Haacker Kathrin","W","GER","Rowing"
"11345","Haas Tommy","M","GER","Tennis"
"11346","Habluetzel-Buerki Gianna","W","SUI","Fencing"
"11347","Hacker Marcel","M","GER","Rowing"
"11348","Hackett Grant","M","AUS","Swimming"
"11349","Hadarean Vanda Maria","W","ROU","Gymnastics"
"11350","Haenel Harold","M","USA","Sailing"
"11351","Hagara Roman","M","AUT","Sailing"
"11352","Hagenbaumer Eva","W","GER","Hockey"
"11353","Hager Axel","M","GER","Volleyball"
"11354","Haglund Maria","W","SWE","Canoe"
"11355","Hagn Johanna","W","GER","Judo"
"11356","Haislett Nicole","W","USA","Swimming"
"11357","Hajas Erik","M","SWE","Handball"
"11358","Hajek Andreas","M","GER","Rowing"
"11359","Hajtos Bertalan","M","HUN","Judo"
"11360","Hall Darnell","M","USA","Athletics"
"11361","Hall Dennis","M","USA","Wrestling"
"11362","Hall Gary Jr.","M","USA","Swimming"
"11363","Hallard Steven","M","GBR","Archery"
"11364","Haltvik Trine","W","NOR","Handball"
"11365","Hamann Conny","W","DEN","Handball"
"11366","Hamm Mia","W","USA","Football"
"11367","Hammad Abderrahmane","M","ALG","Athletics"
"11368","Han Hyung-Bae","M","KOR","Hockey"
"11369","Han Sun-Hee","W","KOR","Handball"
"11370","Han Xue","W","CHN","Swimming"
"11371","Hanes Fiona","W","AUS","Softball"
"11372","Hankin Simone","W","AUS","Water Polo"
"11373","Hansen Anja","W","DEN","Handball"
"11374","Hansen Pia","W","SWE","Shooting"
"11375","Hansen Trine","W","DEN","Rowing"
"11376","Hanson Bo","M","AUS","Rowing"
"11377","Hanson Boden","M","AUS","Rowing"
"11378","Haralamow Ingrid","W","SUI","Kayak"
"11379","Hardaway Anfernee","M","USA","Basketball"
"11380","Hardaway Tim","M","USA","Basketball"
"11381","Harden Tim","M","USA","Athletics"
"11382","Hardie Kelly","W","AUS","Softball"
"11383","Harding Tanya","W","AUS","Softball"
"11384","Harel Jean-Louis","M","FRA","Cycling"
"11385","Haringa Ingrid","W","NED","Cycling"
"11386","Harju Arsi","M","FIN","Athletics"
"11387","Harkrider Kip","M","USA","Baseball"
"11388","Harnett Curtis","M","CAN","Cycling"
"11389","Harrigan Lori","W","USA","Softball"
"11390","Harris Dionna","W","USA","Softball"
"11391","Harrison Alvin","M","USA","Athletics"
"11392","Harrison Audley","M","GBR","Boxing"
"11393","Harrison Calvin","M","USA","Athletics"
"11394","Harrison Kenny","M","USA","Athletics"
"11395","Harrison Regan","M","AUS","Swimming"
"11396","Harrower Kristi","W","AUS","Basketball"
"11397","Harstick Sara","W","GER","Swimming"
"11398","Hartono Eddy","M","INA","Badminton"
"11399","Hartwell Erin","M","USA","Cycling"
"11400","Harvey Mary","W","USA","Football"
"11401","Harzendorf Christiane","W","GER","Rowing"
"11402","Hase Dagmar","W","GER","Swimming"
"11403","Haslam Juliet","W","AUS","Hockey"
"11404","Hassett Gavin","M","CAN","Rowing"
"11405","Hatakeda Yoshiaki","M","JPN","Gymnastics"
"11406","Hattestad Elsa Katrine","W","NOR","Athletics"
"11407","Hattestad Trine","W","NOR","Athletics"
"11408","Haugen Tone","W","NOR","Football"
"11409","Haugenes Margunn","W","NOR","Football"
"11410","Haughton Gregory","M","JAM","Athletics"
"11411","Hawkes Rechelle","W","AUS","Hockey"
"11412","Hawkins Stephen Mark","M","AUS","Rowing"
"11413","Haworth Cheryl","W","USA","Weightlifting"
"11414","Hayman Brett","M","AUS","Rowing"
"11415","He Jun","W","CHN","Basketball"
"11416","He Qi","W","CHN","Volleyball"
"11417","He Yingqiang","M","CHN","Weightlifting"
"11418","He Ying","W","CHN","Archery"
"11419","Healy Pamela","W","USA","Sailing"
"11420","Heams Shane","M","USA","Baseball"
"11421","Heddle Kathleen","W","CAN","Rowing"
"11422","Hedgepeth Whitney","W","USA","Swimming"
"11423","Hedin Robert","M","SWE","Handball"
"11424","Heese Mark","M","CAN","Volleyball"
"11425","Hegedus Ferenc","M","HUN","Fencing"
"11426","Heilmann Aimo","M","GER","Swimming"
"11427","Heiner Roy","M","NED","Sailing"
"11428","Held Henk-Jan","M","NED","Volleyball"
"11429","Hemmings Deon","W","JAM","Athletics"
"11430","Hempel Jan","M","GER","Diving"
"11431","Henard Nicolas","M","FRA","Sailing"
"11432","Henderson Danielle","W","USA","Softball"
"11433","Henderson Mark","M","USA","Swimming"
"11434","Hendrawan","M","INA","Badminton"
"11435","Henke Jana","W","GER","Swimming"
"11436","Henkel Heike","W","GER","Athletics"
"11437","Henman Tim","M","GBR","Tennis"
"11438","Hennagan Monique","W","USA","Athletics"
"11439","Henneberg Jill","W","USA","Equestrian"
"11440","Henneken Thamar","W","NED","Swimming"
"11441","Henriksen Henriette","W","NOR","Handball"
"11442","Henriksen Niels","M","DEN","Rowing"
"11443","Henriquez David","M","CHI","Football"
"11444","Henry Jean-Michel","M","FRA","Fencing"
"11445","Henson Samuel","M","USA","Wrestling"
"11446","Hentschel Franziska","W","GER","Hockey"
"11447","Herbert Garry Gerard Paul","M","GBR","Rowing"
"11448","Herbert Liewellyn","M","RSA","Athletics"
"11449","Hernandez Ariel","M","CUB","Boxing"
"11450","Hernandez Fernando","M","ESP","Handball"
"11451","Hernandez Juan","M","CUB","Boxing"
"11452","Hernandez Maria De La Paz","W","ARG","Hockey"
"11453","Hernandez Miguel","M","ESP","Football"
"11454","Hernandez Noe","M","MEX","Athletics"
"11455","Hernandez Pedroso Orlando","M","CUB","Baseball"
"11456","Hernandez Perez Alberto","M","CUB","Baseball"
"11457","Hernandez Plana Israel","M","CUB","Judo"
"11458","Hernandez Prendes Roberto","M","CUB","Athletics"
"11459","Hernandez Sierra Juan","M","CUB","Boxing"
"11460","Hernandez Xavier","M","ESP","Football"
"11461","Herrera Ortiz Hector","M","CUB","Athletics"
"11462","Heukrodt Olaf","M","GER","Canoe"
"11463","Heymans Emilie","W","CAN","Diving"
"11464","Heyns Penelope","W","RSA","Swimming"
"11465","Heyns Penny","W","RSA","Swimming"
"11466","Hick Bruce","M","AUS","Rowing"
"11467","Higgins Yvette","W","AUS","Water Polo"
"11468","Hilgers Michael","M","GER","Hockey"
"11469","Hilgertova Stepanka","W","CZE","Kayak"
"11470","Hill Darryn","M","AUS","Cycling"
"11471","Hill Denean","W","USA","Athletics"
"11472","Hill Grant","M","USA","Basketball"
"11473","Hill Jo","W","AUS","Basketball"
"11474","Hilliard Brent William","M","USA","Volleyball"
"11475","Hilmo Elisabeth","W","NOR","Handball"
"11476","Hinch A . J .","M","USA","Baseball"
"11477","Hingst Ariane","W","GER","Football"
"11478","Hinic Igor","M","CRO","Water Polo"
"11479","Hinterhloz Danrlei De Deus","M","BRA","Football"
"11480","Hirvi Juha","M","FIN","Shooting"
"11481","Hiscocks Simon","M","GBR","Sailing"
"11482","Hissou Salah","M","MAR","Athletics"
"11483","Hocde Yves","M","FRA","Rowing"
"11484","Hochschorner Pavol","M","SVK","Canoe"
"11485","Hochschorner Peter","M","SVK","Canoe"
"11486","Hoffman Anette","W","DEN","Handball"
"11487","Hoffmann Beata","W","HUN","Handball"
"11488","Hoffmann Jorg","M","GER","Swimming"
"11489","Hoffmann Melanie","W","GER","Football"
"11490","Hoffmann Moberg Anette","W","DEN","Handball"
"11491","Hofman Detlef","M","GER","Kayak"
"11492","Hogness Hanne","W","NOR","Handball"
"11493","Hohn Annette","W","GER","Rowing"
"11494","Holden Mari","W","USA","Cycling"
"11495","Holdsclaw Chamique","W","USA","Basketball"
"11496","Holgado Romero Juan Carlos","M","ESP","Archery"
"11497","Holliday Jennifer","W","AUS","Softball"
"11498","Hollonbeck Scot","M","USA","Athletics"
"11499","Holmann Knut","M","NOR","Kayak"
"11500","Holmertz Anders","M","SWE","Swimming"
"11501","Holmes Kelly","W","GBR","Athletics"
"11502","Holsboer Noor","W","NED","Hockey"
"11503","Holt Stephen","M","AUS","Hockey"
"11504","Holtzenbein Peter","M","GER","Rowing"
"11505","Hombrados Jose","M","ESP","Handball"
"11506","Hompson Jenny","W","USA","Swimming"
"11507","Hong Cha Ok","W","KOR","Table Tennis"
"11508","Hong Jeong-Ho","W","KOR","Handball"
"11509","Hong Sung Sik","M","KOR","Boxing"
"11510","Hong Sung-Heon","M","KOR","Baseball"
"11511","Hongbin Fan","M","CHN","Gymnastics"
"11512","Honorato Carlos","M","BRA","Judo"
"11513","Hooker Janusz","M","AUS","Rowing"
"11514","Hooper Kate","W","AUS","Water Polo"
"11515","Horneber Petra","W","GER","Shooting"
"11516","Horvath Csaba","M","HUN","Canoe"
"11517","Horvath Gabor","M","HUN","Kayak"
"11518","Hould-Marchand Valerie","W","CAN","Synchronized Swimming"
"11519","Housman Glen Clifford","M","AUS","Swimming"
"11520","Houston Allan","M","USA","Basketball"
"11521","Hovland Ingeborg","W","NOR","Football"
"11522","Hovorova Olena","W","UKR","Athletics"
"11523","Howey Kate","W","GBR","Judo"
"11524","Howey Kate Louise","W","GBR","Judo"
"11525","Hoy Andrew","M","AUS","Equestrian"
"11526","Hoy Chris","M","GBR","Cycling"
"11527","Hoyer Didier","M","FRA","Canoe"
"11528","Hoyer Larsen Poul-Erik","M","DEN","Badminton"
"11529","Hrdlicka Petr","M","TCH","Shooting"
"11530","Hu Jia","M","CHN","Diving"
"11531","Huadong Huang","M","CHN","Gymnastics"
"11532","Huang Chih-Hsiung","M","TPE","Taekwondo"
"11533","Huang Chung-Yi","M","TPE","Baseball"
"11534","Huang Hua","W","CHN","Badminton"
"11535","Huang Mandan","W","CHN","Gymnastics"
"11536","Huang Nanyan","W","CHN","Badminton"
"11537","Huang Wen-Po","M","TPE","Baseball"
"11538","Huang Xu","M","CHN","Gymnastics"
"11539","Huang Zhihong","W","CHN","Athletics"
"11540","Huddleston D.","W","AUS","Shooting"
"11541","Hudepohl Joe","M","USA","Swimming"
"11542","Hudson Nikki","W","AUS","Hockey"
"11543","Huegill Geoff","M","AUS","Swimming"
"11544","Huffins Chris","M","USA","Athletics"
"11545","Hughes Clara","W","CAN","Cycling"
"11546","Huh Soon-Young","W","KOR","Handball"
"11547","Huhn Wolfram","M","GER","Rowing"
"11548","Huish Justin","M","USA","Archery"
"11549","Huizinga Mark","M","NED","Judo"
"11550","Hundvin Mia","W","NOR","Handball"
"11551","Hunger Daniela","W","GER","Swimming"
"11552","Hunt-Davis Ben","M","GBR","Rowing"
"11553","Huster Marc","M","GER","Weightlifting"
"11554","Hwang Hae-Young","W","KOR","Badminton"
"11555","Hwang Jong-Hyun","M","KOR","Hockey"
"11556","Hwang Young-Cho","M","KOR","Athletics"
"11557","Hyman Misty","W","USA","Swimming"
"11558","Hysong Nick","M","USA","Athletics"
"11559","Hyun Jung Hwa","W","KOR","Table Tennis"
"11560","Hyun Sook-Hee","W","KOR","Judo"
"11561","Iakimovitch Mikhail","M","EUN","Handball"
"11562","Iakovlev Roman","M","RUS","Volleyball"
"11563","Iatsev Iouri","M","RUS","Water Polo"
"11564","Ibar Jose","M","CUB","Baseball"
"11565","Ibarra Manuel","M","CHI","Football"
"11566","Ibragimov Mogamed","M","MKD","Wrestling"
"11567","Ibraimov Ermakhan","M","KAZ","Boxing"
"11568","Ibraimov Yermakhan","M","KAZ","Boxing"
"11569","Ibzagimov Sultanahmed","M","RUS","Boxing"
"11570","Idehen Faith","W","NGR","Athletics"
"11571","Idem Guerrini Josefa","W","ITA","Kayak"
"11572","Idem Josefa","W","ITA","Kayak"
"11573","Igali Daniel","M","CAN","Wrestling"
"11574","Igaly Diana","W","HUN","Shooting"
